section,subsection,name,description
暗器,唐门暗器（共三十三种）,雷火弹,唐家一种最为霸道的暗器古铜色好象金属制成的纽扣内藏有威力极大的炸药
暗器,唐门暗器（共三十三种）,蝴蝶镖,形状好似一只小小蝴蝶翅膀薄如蝉翼两边锋利有毒的略带紫色
暗器,唐门暗器（共三十三种）,七煞白眉针,四川唐门，针细如毛刺入人体之内顺着血管深入到达心窝
暗器,唐门暗器（共三十三种）,酥骨神香,宋朝时唐家偷到大内秘制的酥骨散的秘方把酥骨散炼成迷香
暗器,唐门暗器（共三十三种）,定形针,唐门暗器针中空分成三节由于是用不同的毒药淬炼呈现三种不同的颜色（陕西穆家也有）
暗器,穆家暗器,毒雾金针子母弹,穆家家传一种最厉害暗器淬过毒的梅花针
暗器,穆家暗器,毒雾金针烈焰弹,穆家一种歹毒独门暗器
暗器,穆家暗器,七煞针,穆家家传一种厉害暗器歹毒无比
暗器,穆家暗器,夺命神砂,穆家暗器用喷筒喷出黄砂
暗器,其他暗器,梅花蝴蝶镖,玄机门打人身三十六道大穴
暗器,其他暗器,锦云兜,用钢丝织网网的周围是月牙形的倒须
暗器,其他暗器,滚刀环,红教喇嘛独门暗器那环半径五寸内中嵌着十二把小刀近敌之时十二把小刀可以同时射出
暗器,其他暗器,子母连环蝴蝶镖,一遇外力震荡立刻分裂每一个母体之内都有九枚毒针
暗器,其他暗器,白眉针,白发魔女独门暗器细如牛毛虽不足已制人死命却狠辣非常入了人体极不容易取出真实附骨之蛆
暗器,其他暗器,青龙锥,河北保定石家
暗器,其他暗器,金球,黄金打造每个金球都是镂空的迎风发声好像野兽的怪啸有勾魂摄魄的功用
暗器,其他暗器,天山神芒,一种形如短箭的芒刺只生长在天山上非常尖锐坚逾金铁长者如箭圆者如珠有各种各样的形式
暗器,其他暗器,飞芒,用五金之精所炼形如梅花针专伤敌人穴道耳目
暗器,其他暗器,七煞夺命神针,用蛇岛最毒金角蛇口涎所炼伤人二十四个时辰之内毒气攻人心头无药可救（毒龙针、钉）
暗器,其他暗器,香雾弹,西藏天魔教分有毒无毒两种没毒那种可令人沉睡三天
暗器,其他暗器,九星定形针,能用飞针同时射敌人的九处穴道
暗器,其他暗器,冰魄神弹,冰川天女从冰宫下面的千丈冰窑之中撷取冰魄精英凝练而成
暗器,其他暗器,鸳鸯枕,"少林暗器
- 酥骨针、毒火弹、火焰弹、铁莲子、五雷珠、金钱镖、飞星刺、蛇焰箭、五毒针、瓦面透风镖、戳魂钉"
铠甲,铠甲,金丝软甲,傅青主从西藏喜玛拉雅山中猎得一头金毛吼的怪兽，家巧匠将它的毛以金丝编织成的刀剑不入
铠甲,铠甲,软玉甲,海底的白色宝玉制成的玉匣装《乔北溟武功秘笈》后用者块宝玉叫巧手匠人打成的，玉质坚硬无比能避宝刀宝剑，由于这种白玉比同样大小石头要重一倍有多十分沉重
铠甲,铠甲,金丝袈裟,金丝所织加上内力运用赛过一面盾牌挡过诸般暗器
信物,信物,白玉盘,白玉雕成通体晶莹，它是明成祖当年因为武当派护国有功特地赏赐给开创武当派祖师张三丰的宝物之一
信物,信物,玉玺,一方明太祖皇帝赐给武当派祖师张三丰的，武当掌门信物
信物,信物,金牌,独臂神尼的遗物上面刻有十大戒条（邙山派）
信物,信物,贝叶灵符,发散淡淡的幽香佛教中的异宝只有限的几个高僧活佛及曾大力护持佛法的世上君主佩有
信物,信物,象牙护身灵符,一块用象牙雕成的小圆牌上面写有几行梵文
信物,信物,朱果金符,"内廷信物，清太祖据说是吞下神人朱果诞生，一块透明碧玉雕成一对相两的朱果上有龙纹图案雕的十分精致
- **如朕亲临金牌**"
信物,信物,灵旗,"西域十三家门派宗主昆仑山上官云龙的旗号。""昆仑山上，幻剑灵旗。不奉灵旗，幻剑诛之。"""
信物,信物,汉玉,康熙随身佩戴的汉玉，送给唐晓澜作为信物
信物,信物,龙凤宝钗,一对雕镂精美的宝钗分别刻有龙和凤，是段克邪和史若梅的定情信物
信物,信物,龙凤配,汉玉玉雕，谷啸风的家传宝物，曾送给奚玉瑾做定情信物。奚玉瑾准备和辛龙生成亲前托展一环将此物还给谷啸风让他转赠韩佩瑛
信物,信物,珊瑚,金刀寨主周健送给云蕾的礼物，后被云蕾转赠石翠凤作为聘礼。珊瑚的第三叶叶底刻有一个周字
信物,信物,鸳鸯石,"乳青石和云南的大理石相似，石上常有天然的美丽花纹有的像是山水画有的像是人物画。卫天元和姜雪君小时候在山上找到两块形状相近的石头作为信物，石头都有花纹而花纹都像一只鸟儿其中一只鸟儿较大昂首振羽一只鸟儿较小样子也似乎""温柔""些。卫天元把这两块石头戏称为鸳鸯石他自己要了""鸳石""把""鸯石""给了姜雪君"
信物,信物,乌金戒指,上官复送给韩大维的礼物上面嵌有天心石可以缓解修罗阴煞功所造成的危害，韩大维受朱九穆的修罗阴煞功伤害后一直戴在手上，后来孟七娘勾结西门牧野和朱九穆捉了韩大维西门牧野的徒弟濮阳坚用这个信物骗取韩佩瑛的信任
信物,信物,描红小帖,齐勒铭小时候练字的帖子其中融入了齐燕然对儿子的父爱，多年后齐勒铭再次看到这帖子感慨万千
信物,信物,金本巴瓶,"西藏重要的圣物。因为活佛转世时时发生纠纷所以清朝的皇帝要颁发一个金本巴瓶（本巴是藏语""瓶子""的意思），若有纠纷就叫吹忠将各个被认为是转世活佛的名字各写一签放在瓶内对众拈定"
信物,信物,彭莹玉地图,彭和尚自小周游天下所绘制的一幅军用天下详图据说谁得此图便可图王霸之业，后来送给了张士诚流传至其子孙手中
宝物,宝物,焦尾琴,"以千年以上的桐木制成古色斑斓，东汉蔡邕留下的名琴。""吴人有烧桐以鬓者，蔡邑闻火烈之声知其良材因请裁为琴果有美音而其尾犹焦，诗人名曰焦尾琴。"""
宝物,宝物,穴道铜人,"北宋的国宝后流失至金国，铜人身上刻有最详细的穴道部位经络分明，任何武学典籍与医书关于穴道的研究都没有这个穴道铜人的详细精微，铜人对于武学医学都有极大的价值武林宗师杏林国手梦寐以求的就是能见一见这个铜人
- **白玉甲**（软玉甲、珊瑚宝甲）：乔北溟三宝之一刀剑难入，用乔北溟秘藏之中的宝玉所制"
宝物,宝物,玉匣,"乔北溟留下来的三宝之一用来装秘笈，厉胜男死后落在金世遗手里，《冰河洗剑录》中金世遗""玉匣还书消宿怨""把它还给了厉复生"
宝物,宝物,红/青缎子小棉袄,"红的为唐努珠穆所有青的为谷中莲所有，两件棉袄上都各有七颗纽扣青缎棉袄上是昆仑山绝顶星宿海之南所特有的""天心石""红缎棉袄上是星宿海之北所产的""寒星石""，棉袄夹层中各藏有一张羊皮纸上面写着两人身世之谜、复国计划和""龙力秘藏"""
毒药,毒药,阿修罗花,生在喜马拉雅山的冰谷之中一种花，阿修罗是梵语中魔鬼之意故此又名魔鬼花，寻常人嗅到魔鬼花的香气立即昏迷不醒即算内功有根底的人久闻花香也会筋酥骨软如醉如痴多好的武功也发挥不出来。修罗散：用魔鬼花提炼制成无色无味中了此毒内功消失
毒药,毒药,五毒散,"用金叶菊、黑心莲、沾了瘴毒的桃花苗疆寒碧潭中的紫藤加上碧蚕蛊五种毒物烧灰炼成
- 桃花瘴、金叶菊、碧蚕卵三样极厉害的毒物合成药粉"
毒药,毒药,断魂蚀骨散,用苗疆瘴气最烈的幽谷中生长的桃花再配合其它烈性毒物炼成
毒药,毒药,黑心兰,七大毒物之一制成蜡烛，毒质在燃烧中挥发毫无气味能杀人于不知不觉之间
毒药,毒药,毒婴儿,一尺多长粗如儿臂形状像具体而微的婴儿，它的形状和何首乌十分相似药性却刚好相反是天下剧毒
毒药,毒药,毒烟,金丝菊制炼这种菊花在有瘴气的幽谷生长
毒药,毒药,断魂冷香散,唐家七大剧毒之一闻香断魂无药可解
毒药,毒药,化血散,四川唐门一种秘制毒药能令血液中毒的药物但有臭味入口容易察觉（穆家的无色无臭无味的入口绝难察觉死后也无中毒迹象只能从尸体中已凝结的血来化验比唐家化血散还要厉害）
毒药,毒药,慢性毒药,中毒的人极难觉察日子久了才有似病非病的感觉用来对付内功高明的人，分量下到恰到好处（多了就被察觉）连续下毒令其功力逐渐消退
毒药,毒药,香茶,鹤顶红、孔雀胆经过大内秘法泡制而成
毒药,毒药,神仙丸,一种名叫大麻的药草制炼的这种药草产在中印交界的荒山野岭之间比鸦片的毒性更烈更易令人上瘾。浓缩神仙丸药剂：特制的神仙丸的香气比普通神仙丸强烈十倍
毒药,毒药,神香,制成一种药性和神仙丸有相同有相反的神香，相同的是他们都令人精神萎靡四肢无力相反的是吃惯神仙丸的人这种神香在其身上效力更大
毒药,毒药,迷幻药,用产于喜玛拉雅山北面尼泊尔国的大麻制成能令人神智迷糊产生幻觉的一种药物
毒药,毒药,百日醉,是喜马拉雅山特产的一种叫百日醉的毒草所泡制的一种厉害的麻醉药
毒药,毒药,药球,"用猫鹰口涎所制炼的药球能解蛇岛毒蛇之毒
- 酥骨散、福寿膏（鸦片）
- 孔雀胆和黑心兰合炼的毒药
- 孔雀胆、鹤顶红、金蚕虫、蝮蛇延、断肠花、腐骨草、黑心莲、桃花瘴、金叶菊、碧蚕卵、金蚕
- 泻药：上官家家传秘方制炼。穆家化骨丹"
灵药,灵药,优昙仙花,红的有如胭脂白的宛如白玉，六十年开一次开时花如海碗灿如云霞有返老还童功能
灵药,灵药,碧灵丹,天山派碧绿色丹丸用天山雪莲所炼（泡制）的解毒灵丹能祛百毒，不但可以解毒还可以给人增长功力。天山雪莲产于天山绝顶六十年才开花一次
灵药,灵药,阳和丸,冰宫妙药可以抵御冰雪奇寒之气
灵药,灵药,补天膏,崆峒派擅能续筋驳骨见效极快，崆峒派秘制金创药效验如神
灵药,灵药,灵玉膏,白驼山秘方制炼的治外伤药膏化淤止血之外兼有续骨生肌之功
灵药,灵药,纯阳丹,武当治伤灵药
灵药,灵药,葆真再造丸,扬州楚家功能固本培元
灵药,灵药,六阳丹,孟神通采集六种最燥热的毒药配制成平常人只要服食一粒立即七窍流血而亡，但若受了修罗阴煞功所伤之后可以起以毒攻毒的作用
灵药,灵药,少阳小还丹,安神静气能治内伤
灵药,灵药,小还丹,少林固本培原灵药。华山医隐华天风配置的治内伤圣药
灵药,灵药,琼花玉露丸,华山灵药有祛毒疗伤的功效
灵药,灵药,阳和丹,上官家传秘方制炼的功能抵御奇寒的药物
灵药,灵药,六阳丸,冰宫妙药功能固本培元
灵药,灵药,龙涎膏,解各种毒香
灵药,灵药,九天琼玉丸,有治内伤的功效
灵药,灵药,千年人参,"功能固本培元
- 还魂散、延阳续命汤、大内固元丹、九天琼花回阳酒、九转还阳散、金创药
- 人参：回疆天山和念青唐古拉山出产人参功效在长白山的人参之上
- 千年芝草、长白山老山参、化瘀丹"
灵药,灵药,传香,祁连山特有的香木所制燃起的香烟可以凝聚空中历久不散
秘籍,秘籍,《达摩秘笈》,"山西大同附近一座小小的石窑中石壁上画着许多人像各有各的姿势十分古怪，共一百零八幅其中三幅姿态都是盘膝垂手。石窑佛像下有一本残旧的小书最后两行汉字：""达摩易筋经，留赠有缘者，一百零八式，式式有神奇，九图六坐像，第一扎根基，后学无住谨识，唐贞元五年九月。""后原本埋在骆驼峰石窑中副本辛龙子手抄在一张丝绢上译成汉文交与师弟"
秘籍,秘籍,《桂华生武功秘笈》,桂华生晚年在魔鬼城白塔下冰窑中留下夫妻合写的武功秘籍（包括一套冰川剑法一部内功心法），冰窑上方石壁上刻有许多图形是美貌女子（华玉公主）手中持剑作出各种不同姿势（冰川剑法），内功心法藏在对面山壁的洞中刻在石壁上并附有图形说明如何导引真气运行七经八脉的方法
秘籍,秘籍,《冰川剑谱》,青海念青唐古拉山冰宫中一尖顶房子形似神龛用一种香木做成发散异香，殿中墙壁上刻满各种人像图形有坐像有卧像有持剑相扑之状的各样各式形象
秘籍,秘籍,《乔北溟武功秘笈》,"东海蛇岛正南方一个火山岛到火山西面巨人峰进入似巨人口的石窑中取玉弓箭和裁云剑，进入火山石窑中用玉弓射开三道石门，石室中神龛内有副骷髅（乔北溟）端正坐着双手执着一本书石壁上几行字迹写道""余平生有三大恨事一恨不能与张丹枫再决高下二恨无衣钵传人三恨不能重回故土有能为余了此三件心事者即可取去室中藏宝及遗书乔北溟临终留字。""磕头后石桌转了一转在神龛后面发现一方玉匣神龛内有几行字写道""你已遵命拜我为师即是我隔世弟子我手上之书有毒切不可触玉匣藏书方是真本可用我留下之宝剑剖开此匣你能尊师重道吾心甚慰所有遗物尽付与你隔世师乔北溟。"""
秘籍,秘籍,《玄功要诀》,"太湖西洞庭山缥缈峰地洞玉门内除张士诚的宝藏一玉匣上面有字道""先师墨宝士诚谨藏""里面藏有零散的地图乃是彭和尚每到一地草草画下来的札记乃是他到每一处地方所写下的随笔其中有风土人情冶游就山川形势而谈到用兵的议论。还藏有一本小书第一句就是""子曰：范围天地之化而不过。岂能出于理气象乎？""《地图》：一个玉匣内中放着一张平折的大地图这张地图十分详细画有各处山川险要的地形背后还注有在各处险要的攻守拒敌之法玉匣上有两行小字文曰：""此图出世大周重光。"""
秘籍,秘籍,反天山《剑谱》,"华山黄龙洞石壁上刻满了各种剑法一个骷髅（凌云凤）端坐壁上龛中，龛下装着一卷羊皮书写满各种剑式最后几页用血写成的文字是日记练剑进境。""天都搜罗世间剑谱必采纳各派精华创世正宗剑法余偏反其道而行之以永保先手雷霆疾击为主今后世间剑客知一正一反但足以永垂不朽也。""练霓裳的身世（乃母狼所乳大的）最后字迹凌乱""昨晚坐关潜修习练内功不意噩梦突来恍惚有无数恶魔与余相斗争余力战群魔醒来下身瘫痪不可转动上身亦有麻木之感余所习不纯竟招走火入魔嗟呼余与天都其不可复见矣。"""
秘籍,秘籍,《内功心法》《太极剑诀》,"上面写满苍头小字剑诀后面一段文字：""本门武学贵在神悟昔日张真人观龟蛇二山山势始创太极剑法你当领会此旨不必拘泥顺其自然天地万物皆是以法要旨：太极圆转无使断缺意在剑先绵绵不绝。守此真言任何招式都可自创把过去所学招式尽都忘掉之时便是大成之日。武学心得：从有到无无中生有此乃武学最高境界亦剑术之最高境界也。""武当掌门无相真人所写"
秘籍,秘籍,《云舞阳武功秘笈》,云舞阳毕生苦学的心得在贺兰山有橡木门山洞中四面石壁都画有各种各样的击剑姿势与练功图式（达摩剑式一指禅）
秘籍,秘籍,《金针度世》,藏于铁匣中铁匣一开有两柄夺命神刀射出上卷十三篇前三篇内功窍要后十篇拳经剑诀下卷十二篇医书
秘籍,秘籍,天山《手抄剑谱》,霍行仲一生搜集的十二本剑谱从中撷取其精华叫霍天都抄下来的
秘籍,秘籍,《无名剑谱》,张丹枫晚年所创剑式图形刻在桂林石林剑峰石窑壁上
秘籍,秘籍,《百毒真经》,天下第一使毒高手苗疆毒手神魔姬环所著七阴教，最厉害的毒药一样是喷筒所发的五毒散另一样就是蛇牙索
秘籍,秘籍,《天山剑诀》《晦明拳经》,晦明禅师所著凌未风在剑诀上新添一章自己的心得专论怎样应付达摩剑法
秘籍,秘籍,《青城剑法十八篇》,"辛隐农整理
- **《惊涛拳经剑谱》**"
秘籍,秘籍,《太虚真经》《太玄真经》,少林藏经阁三卷
秘籍,秘籍,《少阳玄功秘诀》,吕四娘所著三篇
秘籍,秘籍,《毒本秘笈》,"毒龙尊者所著
- **《云家拳经刀谱》**"
秘籍,秘籍,《太极拳经》,武当创派祖师张三丰亲笔写的
秘籍,秘籍,《龙泉石炼诀》,"少林一本专研铸剑的书
- **《玄女剑谱》《惊神笔法图解》**
- **玄机逸士、上官天野、萧韵兰闭门坐关参悟上乘武学**，在苍山后山石室四壁上留下武功图解有坐功八式等，最后一段三十六个图式乃是剑谱将百变玄机剑又增添了许多变化复杂之极但有几个式子未曾完成三人便坐化了"
异兽,异兽,猫鹰,原属海鸥的一种鸣时有如猫叫利爪又和猫爪相似
异兽,异兽,金毛狻,遍体金毛形状有点像狮子前肢特长又有点像长臂猿其行如风专食狮虎
异兽,异兽,照夜狮子马,蒙古最罕见的名马以前乃是贡物纵出千两黄金也难求得，张丹枫的坐骑
异兽,异兽,红鬃战马,上等名马性烈非常，云蕾的坐骑
异兽,异兽,一丈青,"宇文雄的坐骑
- 赤龙驹、白龙驹、青骢马
- 黑白大鹏"
异兽,异兽,金角神蛇,"金角蛇乃是蛇岛的物产蛇头微凸若角毒性最大，选最毒的毒蛇交配一连培养十几代培养出一条头有朱砂色的尖角蛇剧毒无比
> 陈先生去世，作为武侠爱好者将以前总结的一些材料贴出来给大家以参考，全文结构有些像游戏攻略的介绍基本尊重原文表达作者设定意图。由于家园的过滤系统文中出现法伦、六和、麻醉都是错别字用来代替原有文字通过发帖。本文本事初稿本来希望阅读完全部天山系列之后再做整理不过今日还是先贴到此处。 >
> 天山系列小说本人有以下几部没有看过：《侠骨丹心》《冰河洗剑录》《游剑江湖》《牧野流星》《绝塞传烽录》《幻剑灵旗》。这些著作基本属于天山系列后期文中可能有所提到但并不详尽如有阅读过这些书且对这类总结有偏好的读者可以回贴补充！"
